tweets,classe_ajuste_fino,score_ajuste_fino
32,@ErikakHilton @Beleza1965Pura #PRFvergonhanacional 👈,False,0.8218979239463806
33,@ErikakHilton Já chegou de pé na porta. Amo.,False,0.9970429539680481
34,@ErikakHilton a mama Erika mal chegou e já ta botando ordem em tudo,False,0.9710516333580017
35,@ErikakHilton Tem que tomar providências urgente. Isso não pode continuar.,False,0.9908239841461182
36,@ErikakHilton https://t.co/6nFyjM5ZCu,False,0.9838533401489258
37,@ErikakHilton Eu vou perder um dia de trabalho e se bobear tomar uma medida por causa desse bloqueio onde a PRF tá apoiando os mimizentos,False,0.7793706655502319
38,@ErikakHilton #PRFvergonhanacional #PRFprevaricando,False,0.8511174917221069
39,"@ErikakHilton @ErikakHilton meu muito obrigado, minha mãe está a 24h dentro do ônibus, sendo impedida de seguir sua viagem de volta para casa… estamos todos preocupados pois sabemos que essa galera não tem nada a perder e tragedias vem acontecendo",False,0.9901264905929565
40,@ErikakHilton Erika pre imediatamente não consigo te amar mais. Entenda vc é perfeita,False,0.9964828491210938
41,"@ErikakHilton Boa, deputada 👏🏽👏🏽👏🏽👏🏽👏🏽",False,0.9886069893836975
42,"@ErikakHilton Nossa vida em suas mãos, Dra Erika.",False,0.9972522854804993
43,@ErikakHilton Perfeita❤️,False,0.9224381446838379
44,@ErikakHilton Vai mãezinha.   cuida de nós.. bota ordem!,False,0.9876149892807007
45,"@ErikakHilton @andreawerner_ Erika, tem áudios rolando nas redes sociais articulando golpes, mandei para André Janones sem nenhum resultado ,não consigo chegar nele se puder avise para ver o direct",False,0.917107105255127
46,"@ErikakHilton Érika inclusive um dos comandantes da PRF não quis divulgar quantos deles estão nos pontos de manifesto por “estratégia” na Record, estranhíssimo",False,0.9370181560516357
47,@ErikakHilton puts erika te amo https://t.co/Im0USt73gx,False,0.9892710447311401
48,"@ErikakHilton Obrigado, Erika!!! Após denunciar, vc prontamente me atendeu. Agradeço demais!! Vc foi meu voto mais certeiro e, após isso, o q mais sinto orgulho! Ainda estamos sofrendo com esse crime na Dutra mas, com uma parlamentar do nosso lado, nós sentimos mais protegidos.",False,0.9912133812904358
49,@ErikakHilton Estou a 1h aqui no Rio por conta dessa bomba 🥲,False,0.8301827311515808
50,@ErikakHilton #LulaPresidente  Esquerda segue esquerda 👍,False,0.9731193780899048
51,@ErikakHilton Mulher maravilhosa,False,0.9983248114585876
52,@ErikakHilton E você novamente fazendo TUDO pela população https://t.co/MSozPkxPIt,False,0.996947705745697
53,@ErikakHilton Parabéns pelo trabalho. Conheci vc há poucos dias.,False,0.9960475564002991
54,@ErikakHilton e ela faz tudo! ❤️🥰,False,0.992946207523346
55,@ErikakHilton Erika vc é o orgulho do Brasil! Sou carioca mas meu sonho é votar em vc!!!,False,0.9959482550621033
56,"@ErikakHilton A mãe da minha amiga viajou para realizar um exame medico e não consegue voltar pra casa, ela tem insuficiência renal e foi barrada pelo ""cidadão de bem"" na beira da estrada",False,0.9060682058334351
57,@ErikakHilton #LulaPresidente2023 #BolsonaroNaCadeia,False,0.8860966563224792
58,"@ErikakHilton Gatan, toca esses véio de Guarulhos!

Eu quero ir dormir mermã kkkkkkk",True,0.9949859380722046
59,"@ErikakHilton Sorocaba está há 20 horas paralisado,viaturas paradas junto sem fazer absolutamente nada",False,0.9268783926963806
60,https://t.co/ggqXLxJG3S https://t.co/tNFJnDXKQL,False,0.9867357611656189
61,@ErikakHilton TE AMAMOS,False,0.9983697533607483
62,@ErikakHilton https://t.co/YL5Q2bQKAy,False,0.9817599058151245
63,@ErikakHilton PERFEITA,False,0.9901642203330994
64,@ErikakHilton Pega eles mami,True,0.9500243663787842
65,@ErikakHilton 👏🏼👏🏼👏🏼,False,0.9224381446838379
66,@ErikakHilton Todo conservador é homofóbico?,False,0.8699634075164795
67,@ErikakHilton 🏳️‍🌈👏🤗,False,0.9224381446838379
68,@ErikakHilton Trabalha y trabalha,False,0.9788051843643188
69,@ErikakHilton Ainda quero votar em você pra governadora de SP ❤❤,False,0.9953569769859314
70,@ErikakHilton #LulaPresidente  Esquerda segue esquerda 👍,False,0.9731193780899048
71,"@ErikakHilton Deputada, queremos justiça pelos mortos na pandemia. Queremos justiça, memória e verdade pelo genocídio indígena que aconteceu nesse país. Estaremos apoiando-a.",False,0.9945322275161743
72,"@ErikakHilton Eu amooooooooo, você ahaza mana!",False,0.9947013854980469
73,"@ErikakHilton MINHA DEPUTADA, CARAAALHO. 😍😍😍😍",True,0.8207004070281982
74,@ErikakHilton Você me dá esperanças,False,0.9980664849281311
75,"@ErikakHilton @UmaMutti Perfeita, eu te amo! ❤️",False,0.9974337220191956
76,@ErikakHilton Veja naoooooo,False,0.9006839990615845
77,"Mais um feito de @LulaOficial!

Bolsonaro vai ficar em silêncio por mais um dia!!",False,0.9865456819534302
78,@ErikakHilton @LulaOficial dizem que ele já está em treinamento para a prisão solitária... #bolsonaronacadeia,False,0.7554135918617249
79,@ErikakHilton @LulaOficial Os seguidores no Telegrm diz que ele foi proibido de falar (mas não falam por quem). Basta isso pra estarem revoltados. É método.,False,0.9725615382194519
80,"@ErikakHilton @LulaOficial Se ficar pelos próximos 61, me faz mais feliz.",False,0.9965091347694397
81,@ErikakHilton @LulaOficial Chorar afeta as cordas vocais?,False,0.8871982097625732
82,@ErikakHilton @LulaOficial Amém,False,0.9982516169548035
83,@ErikakHilton @LulaOficial Aí mesmo tempo de ser confortante não ter que ler ele escrevendo besteiras é de muita preocupação ele se calar!,False,0.9718700647354126
84,@ErikakHilton @LulaOficial que fique ateh ateh janeiro...pra mim seria um alivio,False,0.9843144416809082
85,@ErikakHilton @LulaOficial É pedir demais que seja para sempre?,False,0.997883141040802
86,@ErikakHilton @LulaOficial deve ser os 'efeitos psicológicos negativos',False,0.9523390531539917
87,"@ErikakHilton @LulaOficial 🙌🏾🙌🏾🙌🏾🙌🏾
Vai ter intoxicação! A merd* q antes ia pra fora vai ficar toda lá dentro agora rsrs",True,0.8881440758705139
88,"@ErikakHilton @LulaOficial 24 horas de dignidade ao brasileiro... 1 dia inteirinho sem passarmos vergonha, nos últimos anos",False,0.8208309412002563
89,"@ErikakHilton @LulaOficial Estamos há 01 dia sem o Bolsonaro cometer uma agressão verbal.
O Record atual é 01 dia.",False,0.9755315780639648
90,@ErikakHilton @LulaOficial Estão bolando a intervenção militar conforme galera dos zap,False,0.9643511176109314
91,@ErikakHilton @LulaOficial Que paz,False,0.9974942207336426
92,"@ErikakHilton @LulaOficial E essas paralisações dos caminhoneiros,estão tomando providências?",False,0.987381637096405
93,@ErikakHilton @LulaOficial Que se cale para sempre kkkkkk,True,0.7383434176445007
94,"@ErikakHilton @LulaOficial @ErikakHilton ele tá fazendo de propósito, pois estas manifestações é pq ele não admite a derrota nas urnas. Isso tudo que tá acontecendo é culpa dele! Entra em contato com o Judiciário pra colocar fim nos protestos! PRF não vai fazer nada pelo jeito!",False,0.979750394821167
95,@ErikakHilton @LulaOficial Queremos o silêncio impresso e auditável,False,0.9917352199554443
96,@ErikakHilton @LulaOficial Podia ficar ad eternum,False,0.9914411306381226
97,"@ErikakHilton @LulaOficial Gente, só eu tô um pouco preocupada cm isso?",False,0.9474952816963196
98,@ErikakHilton @LulaOficial Olha como o dia tá perfeito!,False,0.9912490844726562
99,@ErikakHilton @LulaOficial Que venham outros,False,0.9981491565704346
100,@ErikakHilton @LulaOficial Lula chegou fazendo tudo!!❤️🦑,False,0.9811320304870605
101,"@ErikakHilton @LulaOficial Mulher to te marcando la no Instagram o video de um cara falando de intervenção militar por parte dos bolsominions na Quarta feira (do tipo Capitólio), olha la meu insta é tiagosoas ta na dm.",False,0.8336264491081238
102,@ErikakHilton @LulaOficial #LulaPresidente  Esquerda segue esquerda 👍,False,0.967220664024353
103,@ErikakHilton @LulaOficial ouvimos amém,False,0.998043417930603
104,@ErikakHilton @LulaOficial Isso já tá sendo tudo pra minha saúde mental. O silêncio.,False,0.944275438785553
105,"Cada hora de silêncio que passa só mostra o quão pequeno é um sujeito como Bolsonaro.

Que saia da presidência pra nunca mais voltar.",False,0.9673503637313843
106,@ErikakHilton obrigada por tudo 💜,False,0.9974334836006165
107,"@ErikakHilton O cara é birrento, metido e soberbo! Nosso foco é o Brasil e ele que lute!",True,0.9934458136558533
108,@ErikakHilton parece criança birrenta kkkkkkkk,True,0.9885979890823364
109,"@ErikakHilton O problema disso é que ele continua não respeitando a democracia. O silêncio dele diz muito e da mais força para que os seus apoiadores ajam como ele, sendo violentos e não aceitando o resultado das urnas.",False,0.9894356727600098
110,"@ErikakHilton Por favor, a partir de janeiro lidere a luta pra responsabilizar esse homem.

Se a gente não correr, ele consegue fazer um comeback que nem o Trump tá fazendo.",False,0.9905858635902405
111,@ErikakHilton O que será que eles estão tramando? A micheque e o carluxo tbm não se seguem mais. https://t.co/hQPJMpJOcJ,True,0.9790407419204712
112,"@ErikakHilton A gente sabia que era minúsculo, mas ele se supera a cada hora.",False,0.8982422351837158
113,"@ErikakHilton Erika o caso do homem que foi apontado a arma pra ele, aquela doida da zambelli, como ficou o caso?",True,0.8573842644691467
114,@ErikakHilton VERDADE,False,0.9925580024719238
115,@ErikakHilton ele tá aprontando ... num confio não,False,0.8194400072097778
116,@ErikakHilton Que continue em silêncio até janeiro !! N aguentava mais escutar a voz daquele b@sta ! 💩💩,False,0.9586681723594666
117,"@ErikakHilton Esse silencio td nao é atoa! So temo pelo oq pode ocorrer principalmente vindo de pessoas  como ele e q apoiam ele tanto nas ruas como dentro dos orgaos publicos, privados, federais e militares!",False,0.9920538663864136
118,@ErikakHilton Avisa aos seguidores de Brasília pra tomar cuidado ao andar na rua pra não pisar no Bolsonaro sem querer 😔😔😔,False,0.9739212989807129
119,"@ErikakHilton Bolsonaro quieto pra sair esquecido. Do jeito q merece, minha anja linda. &lt;3",False,0.8567472100257874
120,@ErikakHilton Incômodo ou medo?,False,0.9295554757118225
121,"@ErikakHilton de preferência, q saia do planeta.",False,0.9269062280654907
122,@ErikakHilton Ele esta orquestrando a confusão nas estradas do Brasil.,False,0.962253749370575
123,"@ErikakHilton Até os braço dele se manifestaram, ele continua em silêncio.",False,0.9853074550628662
124,"@ErikakHilton Se ele quiser, a gente faz a rescisão dele sem cumprir aviso.
Ai o Lula assume.
Tem como?",False,0.9637133479118347
125,"@ErikakHilton menos de 24h e temos a famosa Bolsonaro em pleno silêncio, vencemos demais",False,0.993707537651062
126,@ErikakHilton E que leve o clube do bolinha dele junto.,False,0.9376621842384338
127,@ErikakHilton Estamos numa paz incrível com k silêncio dele,False,0.9965147376060486
128,@ErikakHilton Medo de ganhar e não levar.,False,0.9800518751144409
129,"Já tem mais países querendo voltar a se reaproximar do Brasil nas últimas 24 horas do que em 4 anos de governo.

@LulaOficial já fez mais que o presidente!",False,0.9906506538391113
130,@ErikakHilton @LulaOficial disse tudo linda!,False,0.9958372116088867
131,@ErikakHilton @LulaOficial Isso é tão importante e incrível pro nosso país,False,0.9980757236480713
132,@ErikakHilton @LulaOficial 🙌🙌,False,0.9453388452529907
133,"@ErikakHilton @LulaOficial Drag Race BR com Erika Hilton, AOC e Francia Márquez confirmado?!?!!! 🤣❣️",False,0.9235087037086487
134,@ErikakHilton @LulaOficial ❤️❤️❤️❤️❤️,False,0.9453388452529907
135,@ErikakHilton @LulaOficial ex-presidente kkkkkkkk,False,0.9861881136894226
136,"@ErikakHilton @LulaOficial Erika q história é essa de art 142 q os minions estao falando
Explica pra gente isso.",False,0.9622253179550171
137,"@ErikakHilton @LulaOficial Não podemos esquecer a criminosa está solta e propagando o ódio ainda.
#ZambelliNaCadeia https://t.co/nBA7z6C1v8",True,0.9871957302093506
138,@ErikakHilton @LulaOficial O Brasil estava no cativeiro.,False,0.9164828658103943
139,"@ErikakHilton @Sgt_Pimenta4 @LulaOficial Enfim  , um Presidente",False,0.9986585378646851
140,"@ErikakHilton @MarciaBonno @LulaOficial Ortega, Maduro",False,0.8689522743225098
141,@ErikakHilton @LulaOficial Muito pelo contrário. Muitos investidores estrangeiros já querem sumir do Brasil.,False,0.981433093547821
142,@ErikakHilton @LulaOficial Com certeza. 😍,False,0.9910619258880615
143,"@ErikakHilton @LulaOficial Chile, China, Cuba, Argentina, Nicarágua.  Grandes nações democráticas. Estude!",False,0.9805857539176941
144,"@ErikakHilton @LulaOficial Sem contar os preços lentamente diminuindo :0000 

Da até um sorrisinho esperançoso ain",False,0.9915246367454529
145,@ErikakHilton @LulaOficial Vamos dividir seu cachorro?,False,0.9209718704223633
146,@ErikakHilton @LulaOficial Pra saquear,True,0.5161941051483154
147,"@ErikakHilton @LulaOficial Verdade, Cuba, Venezuela, Coreia do Norte.... perfeito",False,0.9669186472892761
148,@ErikakHilton @LulaOficial Sim os que tem interesse com as ONGs ou na Amazônia kkk,False,0.9830666780471802
149,"@ErikakHilton @LulaOficial Cuba , Venezuela, Colômbia , Bolívia e Argentina",False,0.9557458162307739
150,@ErikakHilton @LulaOficial Por coincidência todos falidos,False,0.8898040652275085
151,"@ErikakHilton @LulaOficial É, querendo a grana do BNDES.",False,0.9833102822303772
152,"@ErikakHilton @LulaOficial Verdade! Cuba, Venezuela, Argentina e etc… Ou seja, só países comunistas de de merda!",True,0.9937713742256165
153,"Até agora sem dizer uma palavra.

Acho que o imbroxável acabou broxando hem!",True,0.9920008182525635
154,@ErikakHilton Eu amo uma deputada debochada,False,0.8529170155525208
155,@ErikakHilton Agora ele tá fazendo lockdown? 😂,False,0.8922908902168274
156,@ErikakHilton Será que os 35 mil viagras servem nessa horas!🤭🤭,False,0.9111390709877014
157,@ErikakHilton Broxou de vez!!,True,0.6355913281440735
158,"@ErikakHilton Mais uma vitória do Presidente Lula.

Pode ficar assim ad aeternum",False,0.9968690276145935
159,@ErikakHilton Por mim não falaria nunca mais,False,0.9941802024841309
160,@ErikakHilton broxou muito,True,0.918098509311676
161,@ErikakHilton Agora esqueçam o bozo ele n vale mais nada. Deixem a justiça com ele. O importante agora é pensar o Brasil os desafios são muitos.,False,0.9694316983222961
162,@ErikakHilton tô achando que ele tá é tramando algo...,False,0.956436038017273
163,@ErikakHilton https://t.co/R2fcoyD2eb,False,0.9853366017341614
164,@ErikakHilton Ele ta em casa com a Pabllo ⤵️,False,0.9562349319458008
165,"@ErikakHilton A derrota não foi só pela presidência, foi brutalmente intelectual  e pessoal. Com a máquina do governo nas mãos,  usando e manipulando peças importantes pra corromper e não conseguir. Um povo pode tanto construir como destruir um homem, ele ignorou isso.",False,0.9838513731956482
166,@ErikakHilton A ZAMBELLI  JA FOI PRESA,True,0.8793567419052124
167,@ErikakHilton Maaaami 🗣️🗣️ kkkkk e nunca falha,False,0.9630507230758667
168,@ErikakHilton Está gastando tempo dando ordens para destruir documentos!!!,False,0.9480383992195129
169,@ErikakHilton caganeira de cloroquina,True,0.9969609379768372
170,@ErikakHilton Não aguentou duas seguidas 🤭😂😂😂,False,0.954048216342926
171,@ErikakHilton Kkkkkkkkk,False,0.9500043988227844
172,@ErikakHilton Eu não me espanto. É  um homem covarde e cruel.,True,0.994383692741394
173,@ErikakHilton Acho que pode estar tramando algo. A PRF já está lá dando apoio ao gado. Tudo dele tem um lado sombrio. Até o silêncio me faz ficar com os dois pés atrás.,False,0.9570211172103882
174,@ErikakHilton nao aguentou duas kk,False,0.917040228843689
175,@ErikakHilton Vencemos meu amor. Vencemos ✊🏾❤️,False,0.9944177865982056
176,@ErikakHilton erika avisa que colocou sigilo na boca tbm,False,0.9191588163375854
177,@ErikakHilton erika e aquele bafafá sobre a mulher do imbroxável 🗣️🗣️🗣️🗣️,True,0.9864033460617065
178,"@ErikakHilton Como dizem aqui em Belém do Pará ""Eu choro"" rsrsrs (contém ironia)",False,0.9801433682441711
179,@ErikakHilton É que ele perdeu a eleição e o casamento de fachada. Muita coisa pra superar. Então desativou por uns dias kkkkkk.,False,0.9180570840835571
180,"@ErikakHilton Apagou as luzes às 22h e disse: ""Hoje não, Micheque. Hoje só a Janja se dá bem. Procura o Queiroz, talkey?""",False,0.9429295659065247
181,@ErikakHilton Fora que acabou o contrato da Micheque kkkkk,False,0.9621884226799011
182,"@ErikakHilton Foi trabalhar, pelo menos, ou nem isso fez?",False,0.975543737411499
183,@ErikakHilton MULHER KD A ZAMBELI PRESA???????,True,0.7483795881271362
184,"@ErikakHilton Tá desde ontem queimando arquivos, ele sabe que ele fez merda, sabe que vai ser preso.",True,0.8997719287872314
185,@ErikakHilton Ele tá armando a fuga,False,0.9234155416488647
186,@ErikakHilton @dizaoleao Será q foi por isso q a esposa deu unfollow?,False,0.9786553382873535
187,@ErikakHilton kkkkkkkkkk ele está em silêncio 🤫 pra poder provar depois 🕵🏼‍♂️ pq esse é o bolsonaro… frio e calculista kkkkk,True,0.9524422287940979
188,@ErikakHilton Tá dormindo ainda https://t.co/EfjnjVJbjj,False,0.9825222492218018
189,"@ErikakHilton A ""cuestão"" é que sempre foi broxa...usava de fake news.",True,0.9790673851966858
190,@ErikakHilton Medo,False,0.8693006634712219
191,@ErikakHilton Nem aquele monte de viagra que compraram pro exército dá jeito.,True,0.887737512588501
192,"@ErikakHilton Um fato que preocupa muito em termos econômicos, Ibovespa apresenta boa projeção mas deve recuar com a ausência do presidente.",False,0.9834716320037842
193,@ErikakHilton Ate a piroca é fake 😂😂😂😂,False,0.577133297920227
194,@ErikakHilton E pior q não foi falta de Viagra! O caso é cirúrgico!,False,0.7782540917396545
195,@ErikakHilton KD a cassação da ZAMBELLI?,False,0.9350709915161133
196,@ErikakHilton Kkkk vc e foda kkkk,False,0.9952970147132874
197,"@ErikakHilton Ontem, nem com toda o Viagra à disposição.

kkkkkkk",False,0.9742136597633362
198,"@ErikakHilton O imbroxavel não aguentou 2 seguidas, nem com viagra kkkkk",True,0.9945741295814514
199,"@ErikakHilton O ""imbroxável "" descobriu que NÃO é invencível...",True,0.9898159503936768
200,@ErikakHilton Ele tá no lockdown Érika,False,0.8810003399848938
201,@ErikakHilton Não tem Viagra que salve,False,0.9768044352531433
202,@ErikakHilton Vi por aí https://t.co/tjqXDFrEwq,False,0.9886987805366516
203,@ErikakHilton 🤣🤣🤣🤣num guento,False,0.8922269344329834
204,"@ErikakHilton ou está armando contra o país, pq o cara é baixo nível mesmo.",False,0.8120596408843994
205,"@ErikakHilton Erika, tô  contando os dias p ver vc botando pra gerar naquele congresso conservador! Vai ser lindo de ver!!! Obrigada pelo importante papel q vc cumpriu e cumpre na luta pela democracia ❤️❤️❤️",False,0.9885618686676025
206,@ErikakHilton 😂😂😂😂😂😂,False,0.9224381446838379
207,@ErikakHilton 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,False,0.9224381446838379
208,@ErikakHilton Só olhar para trás.,False,0.9717195630073547
209,@ErikakHilton Inveja da Michele!,True,0.5179119110107422
210,@ErikakHilton Tem que contar pra ele que dá pra por uma prótese que nem aquelas do exército e aí tudo funciona direitinho 👌,False,0.9069128036499023
211,@ErikakHilton Aderiu ao lockdown,False,0.9468837380409241
212,"@ErikakHilton Ele não aguentou nem duas, Erika kkkkkk",False,0.9357335567474365
213,"@ErikakHilton Parece que é tudo combinado com o bozo. Caminhoneiros dizendo que serão 72 horas parados lá até o bozo aparecer. E o exército intervir, mas no país. Estão declarando isto pública e descaradamente.",False,0.9425032734870911
214,@ErikakHilton Tá necessitada.,False,0.7984751462936401
215,🚨GRAVE: Bolsonarista chuta carro de petista após derrota de Bolsonaro e sai mancando. https://t.co/WV7t2er1ou,False,0.6757382154464722
216,@choquei e daí? não sou ortopedista https://t.co/vJ1tDtywy5,False,0.9729546904563904
217,@geronimogriza @choquei Pelo amor de deus kkkk,False,0.9950622916221619
218,Qual a mobilização mais importante agora?,False,0.9937257170677185
219,"@rrandres Botei no fim do Orçamento Secreto, mas quis dizer todas as anteriores!",False,0.9834890365600586
220,"@ErikakHilton Vocês pediram e a campanha está no ar. Agora precisamos de bombar a pressão para chegarmos a 100 mil assinaturas.

Assinem e divulguem: https://t.co/cSk7fgeMMS",False,0.9959883093833923
221,"@ErikakHilton @rrandres Analisando as ações possíveis,  zambelli presa. Depois as outras de acordo com as possibilidades.",False,0.8630465865135193
222,🚩Bom diiiiiia! O sabor que foi começar mais um dia de trabalhos aqui no plenário da Câmara de Vitória. Sente o spoiler! Vem acompanhar aqui no link a íntegra: https://t.co/ZFpLuKTQG1 https://t.co/fUTsIfPQA7,False,0.9900155663490295
223,@Camilavaladao50 Hahahaha perfeita 🇧🇷,False,0.9937179088592529
224,obrigado @ErikakHilton,False,0.9946947693824768
225,@marcogomes ♥️,False,0.9452426433563232
226,@ErikakHilton @marcogomes 14 estados parados e está na cara que isso está sendo articulado pelo Bolsonaro! Ninguém vai fazer nada?,False,0.9729876518249512
227,"Alguém sabe cadê a Polícia Rodoviária Federal?

Pra liberar as rodovias da MINORIA de caminhoneiros que não aceita a derrota? 

Cadê aquela agilidade de ontem?",False,0.9852331280708313
228,"@ErikakHilton PRA VER PNEU CARECA ELES SERVEM NÉ, QUE ENGRAÇADO",True,0.9852515459060669
229,@ErikakHilton Isso é tiro no pé deles…. deixa começar faltar algo pras madames pra ver o que vai acontecer com a popularidade dele…,False,0.9444345831871033
230,@ErikakHilton Chama o padre,False,0.9885151982307434
231,"@ErikakHilton Erika, e a Zambelli, não vai ser presa?",False,0.9358975887298584
232,"@ErikakHilton Mais uma vez ""prejudicando"" o Brasil 🤨",False,0.9878649115562439
233,@ErikakHilton Tem caminhão com pneu careca?,False,0.874605119228363
234,"@ErikakHilton Estão de folga ,trabalharam muito no nordeste ontem",False,0.994638979434967
235,"@ErikakHilton Erika, Zambelli está solta, não está? Providencie medidas. Essa mulher precisa ser presa",False,0.8451668620109558
236,@ErikakHilton Minoria ? Pois plante a sua comida!,True,0.8092136979103088
237,@ErikakHilton E a Zambeli ja foi presa?? 👁 👁,False,0.5603379011154175
238,"@ErikakHilton Érika, uma amiga tá num ônibus na Dutra e ouviu dizer que o plano é ficarem 72h paralisados. Tá em desespero, sem água, calor do cão. A PRF tá cagando, pelo visto.",False,0.8961708545684814
239,@ErikakHilton Estão de folga hoje. Trabalharam incansavelmente ontem pra impedir os votos do nordeste🤦‍♀️,False,0.9934013485908508
240,@ErikakHilton @claudiamarya #LulaPresidente  Esquerda segue esquerda 👍,False,0.9706831574440002
241,@ErikakHilton Só irão se tiver caminhão com pneu careca.,False,0.9323068261146545
242,"@ErikakHilton @nilmoretto sugiro que a PRF use as seguintes frases:

""Perderam, aceitem! Para de mimimi, vai ficar chorando até quando? Acabou, porra! """,True,0.9890718460083008
243,@ErikakHilton @nilmoretto Me pergunto a mesma coisa. Já eram pra ter acabado com essa baderna,False,0.9705272912979126
244,"@ErikakHilton Tão bebendo uma cerva junto com os caminhoneiros. Tudo bem articulado. Mas, se fosse um negro pobre andando numa moto sem capacete, ai eles iriam trabalhar. Golpe de Estado desde ontem.",False,0.8816578984260559
245,@ErikakHilton Eles estão dando cobertura a essa zona,False,0.9748982191085815
246,@ErikakHilton Pois é ontem na Dutra tinha 8 viaturas uma atras da outra,False,0.9804121255874634
247,@ErikakHilton Estao na cama chorando,False,0.9927554726600647
248,"@ErikakHilton Erica, Faz o L agora",False,0.9371784329414368
249,"@ErikakHilton Estão de folga, trabalharam muito ontem, tentando impedir a Democracia andar!! Cobraremos uma posição deles Erika",False,0.9816691279411316
250,"@ErikakHilton Erika, na minha cidade São Gonçalo RJ, base da PRF colocou faixas com frases ""E AGORA?"". Pode isso????",False,0.9770260453224182
251,@ErikakHilton Participando da mobilização kkkk,False,0.9938592314720154
252,"@ErikakHilton Mais uma palhaçada pra conta do miliciano, onde estão os policias q ontem prontamente impediram as pessoas de votarem!?",False,0.9178924560546875
253,"@ErikakHilton @ErikakHilton por favor ajuda e apoie o Lula nessa questão, os caminhoneiros não podem parar, pega no pé mesmo para a PF tirar os poucos caminhoneiros dessa paralização",False,0.987784206867218
